price,area,price_per_m2,location,bedroom,bathroom
"3,55 tỷ",63 m²,"56,35 tr/m²","Đông Anh, Hà Nội",2,2
"7,7 tỷ",65 m²,"118,46 tr/m²","Văn Giang, Hưng Yên",,
"31,8 tỷ","68,9 m²","461,54 tr/m²","Cầu Giấy, Hà Nội",3,
"15,9 tỷ",69 m²,"230,44 tr/m²","Quận 2, Hồ Chí Minh",2,2
"49,71 tỷ",14.760 m²,"3,37 tr/m²","Bảo Lộc, Lâm Đồng",1,1
"6,4 tỷ",72 m²,"88,89 tr/m²","Cầu Giấy, Hà Nội",2,2
"11,49 tỷ",102 m²,"112,65 tr/m²","Quận 9, Hồ Chí Minh",,
190 triệu,2.650 m²,"71,7 nghìn/m²","Chơn Thành, Bình Phước",,
25 tỷ,172 m²,"145,35 tr/m²","Bắc Từ Liêm, Hà Nội",5,5
"8,9 tỷ",93 m²,"95,7 tr/m²","Thanh Xuân, Hà Nội",3,3
"16,8 tỷ",88 m²,"190,91 tr/m²","Phú Nhuận, Hồ Chí Minh",4,4
9 tỷ,75 m²,120 tr/m²,"Văn Giang, Hưng Yên",6,6
"2,9 tỷ",83 m²,"34,94 tr/m²","Quận 9, Hồ Chí Minh",3,2
13 tỷ,102 m²,"127,45 tr/m²","Quận 9, Hồ Chí Minh",,
"1,59 tỷ",65 m²,"24,46 tr/m²","Thuận An, Bình Dương",1,1
"21,6 tỷ",136 m²,"158,82 tr/m²","Văn Giang, Hưng Yên",5,3
"15,3 tỷ",84 m²,"182,14 tr/m²","Văn Giang, Hưng Yên",7,7
13 tỷ,100 m²,130 tr/m²,"Văn Giang, Hưng Yên",,
"2,7 tỷ",68 m²,"39,71 tr/m²","Quận 7, Hồ Chí Minh",2,2
18 tỷ,"110,8 m²","162,46 tr/m²","Văn Giang, Hưng Yên",,
"2,65 tỷ",68 m²,"38,97 tr/m²","Quận 7, Hồ Chí Minh",2,2
6 tỷ,120 m²,50 tr/m²,"Cam Ranh, Khánh Hòa",3,2
"3,2 tỷ",108 m²,"29,63 tr/m²","Ngũ Hành Sơn, Đà Nẵng",,
Giá thỏa thuận,68 m²,,"Nam Từ Liêm, Hà Nội",,
"11,2 tỷ",93 m²,"120,43 tr/m²","Quận 2, Hồ Chí Minh",2,2
"1,8 tỷ",32 m²,"56,25 tr/m²","Gia Lâm, Hà Nội",1,1
"3,75 tỷ",83 m²,"45,18 tr/m²","Hà Đông, Hà Nội",3,2
"4,49 tỷ",101 m²,"44,46 tr/m²","Quận 12, Hồ Chí Minh",,
"5,57 tỷ",117 m²,"47,57 tr/m²","Biên Hòa, Đồng Nai",4,4
"5,9 tỷ","65,5 m²",90 tr/m²,"Gia Lâm, Hà Nội",,
"2,4 tỷ","65,4 m²","36,7 tr/m²","Quận 9, Hồ Chí Minh",1,1
12 tỷ,100 m²,120 tr/m²,"Quận 2, Hồ Chí Minh",3,2
"3,2 tỷ",68 m²,"47,06 tr/m²","Sơn Trà, Đà Nẵng",2,2
"11,6 tỷ",111 m²,"104,5 tr/m²","Tây Hồ, Hà Nội",,
120 tỷ,"1.124,3 m²","106,73 tr/m²","Buôn Ma Thuột, Đắk Lắk",,
"16,65 tỷ",13.322 m²,"1,25 tr/m²","Bảo Lâm, Lâm Đồng",,
"6,3 tỷ",52 m²,"121,15 tr/m²","Quận 2, Hồ Chí Minh",1,1
"2,4 tỷ",72 m²,"33,33 tr/m²","Dĩ An, Bình Dương",2,2
60 triệu,"95,2 m²","630,25 nghìn/m²","Đông Anh, Hà Nội",,
19 tỷ,80 m²,"237,5 tr/m²","Đông Anh, Hà Nội",,
630 triệu,1.032 m²,"610,46 nghìn/m²","Chơn Thành, Bình Phước",,
"12,5 tỷ",220 m²,"56,82 tr/m²","Thạch Thất, Hà Nội",5,4
630 triệu,1.032 m²,"610,46 nghìn/m²","Chơn Thành, Bình Phước",,
"12,5 tỷ",220 m²,"56,82 tr/m²","Thạch Thất, Hà Nội",5,4
26 tỷ,117 m²,"222,22 tr/m²","Quận 2, Hồ Chí Minh",6,6
"5,8 tỷ",72 m²,"80,56 tr/m²","Quận 2, Hồ Chí Minh",2,2
5 tỷ,80 m²,"62,5 tr/m²","Long Biên, Hà Nội",2,2
"6,77 tỷ","77,8 m²","87,02 tr/m²","Sơn Trà, Đà Nẵng",2,2
"11,6 tỷ",120 m²,"96,67 tr/m²","Quận 2, Hồ Chí Minh",3,2
25 tỷ,461 m²,"54,23 tr/m²","Mê Linh, Hà Nội",,
"16,9 tỷ","85,1 m²","198,59 tr/m²","Tân Bình, Hồ Chí Minh",6,6
Giá thỏa thuận,70 m²,,"Đông Anh, Hà Nội",2,
39 tỷ,108 m²,"361,11 tr/m²","Hoàng Mai, Hà Nội",5,6
"30,5 tỷ",150 m²,"203,33 tr/m²","Gia Lâm, Hà Nội",,
"5,66 tỷ","70,8 m²",80 tr/m²,"Sơn Trà, Đà Nẵng",,
Giá thỏa thuận,"45,2 m²",,"Văn Giang, Hưng Yên",,
"15,1 tỷ",63 m²,"239,68 tr/m²","Đông Anh, Hà Nội",,
"6,1 tỷ","80,3 m²","75,96 tr/m²","Bắc Từ Liêm, Hà Nội",2,2
"12,5 tỷ",4.900 m²,"2,55 tr/m²","Dầu Tiếng, Bình Dương",,
19 tỷ,78 m²,"243,59 tr/m²","Cầu Giấy, Hà Nội",12,13
138 tỷ,306 m²,"450,98 tr/m²","Gia Lâm, Hà Nội",,
"9,6 tỷ","164,5 m²","58,36 tr/m²","Biên Hòa, Đồng Nai",,
"45,5 tỷ",162 m²,"280,86 tr/m²","Thanh Xuân, Hà Nội",,
"4,21 tỷ",61 m²,69 tr/m²,"Gia Lâm, Hà Nội",2,2
"16,1 tỷ",120 m²,"134,17 tr/m²","Văn Giang, Hưng Yên",,
"5,85 tỷ",90 m²,65 tr/m²,"Thanh Xuân, Hà Nội",3,2
"5,36 tỷ","82,5 m²",65 tr/m²,"Ngũ Hành Sơn, Đà Nẵng",2,
"3,5 tỷ",47 m²,"74,47 tr/m²","Ngũ Hành Sơn, Đà Nẵng",1,1
"3,36 tỷ",110 m²,"30,5 tr/m²","Thạch Thất, Hà Nội",,
Giá thỏa thuận,86 m²,,"Đống Đa, Hà Nội",2,2
Giá thỏa thuận,101 m²,,"Mê Linh, Hà Nội",,
"7,8 tỷ",180 m²,"43,33 tr/m²","Ngũ Hành Sơn, Đà Nẵng",,
"7,5 tỷ",46 m²,"163,04 tr/m²","Nam Từ Liêm, Hà Nội",1,1
"4,6 tỷ","65,4 m²","70,34 tr/m²","Nam Từ Liêm, Hà Nội",2,2
"1,89 tỷ",51 m²,37 tr/m²,"Thuận An, Bình Dương",1,1
Giá thỏa thuận,83 m²,,"Ba Đình, Hà Nội",2,2
"3,59 tỷ",48 m²,"74,79 tr/m²","Gò Vấp, Hồ Chí Minh",,
Giá thỏa thuận,84 m²,,"Văn Giang, Hưng Yên",8,5
"23,5 tỷ",200 m²,"117,5 tr/m²","Gò Vấp, Hồ Chí Minh",18,18
"5,4 tỷ",70 m²,"77,14 tr/m²","Quận 2, Hồ Chí Minh",2,2
"7,9 tỷ",120 m²,"65,83 tr/m²","Cam Ranh, Khánh Hòa",3,3
"6,51 tỷ",31 m²,210 tr/m²,"Tây Hồ, Hà Nội",,
"4,45 tỷ",84 m²,53 tr/m²,"Văn Giang, Hưng Yên",3,2
"19,5 tỷ",300 m²,65 tr/m²,"Hóc Môn, Hồ Chí Minh",3,1
"15,8 tỷ","73,5 m²","214,97 tr/m²","Hai Bà Trưng, Hà Nội",19,19
3 tỷ,40 m²,75 tr/m²,"Cầu Giấy, Hà Nội",1,1
"1,49 tỷ",62 m²,"24,03 tr/m²","Quận 8, Hồ Chí Minh",2,2
Giá thỏa thuận,65 m²,,"Đông Anh, Hà Nội",2,2
"7,5 tỷ",60 m²,125 tr/m²,"Quận 2, Hồ Chí Minh",,
47 tỷ,68 m²,"691,18 tr/m²","Quận 1, Hồ Chí Minh",10,6
"8,5 tỷ",160 m²,"53,12 tr/m²","Quận 9, Hồ Chí Minh",,
25 tỷ,118 m²,"211,86 tr/m²","Văn Giang, Hưng Yên",,
Giá thỏa thuận,64 m²,,"Gia Lâm, Hà Nội",2,2
"6,5 tỷ",150 m²,"43,33 tr/m²","Cam Ranh, Khánh Hòa",3,3
"5,3 tỷ","368,2 m²","14,39 tr/m²","Bến Lức, Long An",,
"1,55 tỷ",34 m²,"45,59 tr/m²","Quận 9, Hồ Chí Minh",,
"6,6 tỷ",64 m²,"103,12 tr/m²","Bình Tân, Hồ Chí Minh",4,
"1,6 tỷ",100 m²,16 tr/m²,"Nhơn Trạch, Đồng Nai",,
"11,68 tỷ",105 m²,"111,24 tr/m²","Văn Giang, Hưng Yên",,
Giá thỏa thuận,"63,5 m²",,"Gia Lâm, Hà Nội",2,2
28 tỷ,150 m²,"186,67 tr/m²","Văn Giang, Hưng Yên",,
"8,55 tỷ","611,3 m²","13,99 tr/m²","Quốc Oai, Hà Nội",,
"7,5 tỷ",54 m²,"138,89 tr/m²","Văn Giang, Hưng Yên",4,4
16 tỷ,5.177 m²,"3,09 tr/m²","Bàu Bàng, Bình Dương",,
67 tỷ,"182,5 m²","367,12 tr/m²","Quận 6, Hồ Chí Minh",,
"7,7 tỷ",63 m²,"122,22 tr/m²","Văn Giang, Hưng Yên",6,5
Giá thỏa thuận,612 m²,,"Quận 7, Hồ Chí Minh",7,8
"15,2 tỷ",63 m²,"241,27 tr/m²","Đông Anh, Hà Nội",6,4
Giá thỏa thuận,45 m²,,"Thanh Trì, Hà Nội",4,5
"2,85 tỷ",50 m²,57 tr/m²,"Bình Chánh, Hồ Chí Minh",1,1
"7,8 tỷ",54 m²,"144,44 tr/m²","Văn Giang, Hưng Yên",6,5
Giá thỏa thuận,300 m²,,"Quốc Oai, Hà Nội",,
40 tỷ,128 m²,"312,5 tr/m²","Hoàng Mai, Hà Nội",5,6
"4,1 tỷ","78,75 m²","52,06 tr/m²","Hà Đông, Hà Nội",2,2
7 tỷ,45 m²,"155,56 tr/m²","Hai Bà Trưng, Hà Nội",4,
"4,4 tỷ",80 m²,55 tr/m²,"Liên Chiểu, Đà Nẵng",2,2
Giá thỏa thuận,65 m²,,"Gia Lâm, Hà Nội",3,
"7,38 tỷ","39,3 m²","187,79 tr/m²","Đống Đa, Hà Nội",3,2
"2,7 tỷ",67 m²,"40,3 tr/m²","Quận 7, Hồ Chí Minh",2,2
"6,5 tỷ",88 m²,"73,86 tr/m²","Ngô Quyền, Hải Phòng",4,4
"6,6 tỷ",101 m²,"65,35 tr/m²","Hai Bà Trưng, Hà Nội",3,2
15 tỷ,"63,5 m²","236,22 tr/m²","Đông Anh, Hà Nội",5,5
"16,44 tỷ",108 m²,"152,22 tr/m²","Sơn Trà, Đà Nẵng",,
"6,1 tỷ",120 m²,"50,83 tr/m²","Cam Ranh, Khánh Hòa",3,4
"6,9 tỷ",120 m²,"57,5 tr/m²","Cam Ranh, Khánh Hòa",3,3
"7,5 tỷ",88 m²,"85,23 tr/m²","Quận 10, Hồ Chí Minh",2,2
26 tỷ,130 m²,200 tr/m²,"Gò Vấp, Hồ Chí Minh",5,5
"7,3 tỷ",64 m²,"114,06 tr/m²","Quận 2, Hồ Chí Minh",1,1
"13,8 tỷ",300 m²,46 tr/m²,"Thuận An, Bình Dương",23,23
"7,5 tỷ",86 m²,"87,21 tr/m²","Quận 10, Hồ Chí Minh",2,2
"15,5 tỷ",250 m²,62 tr/m²,"Mê Linh, Hà Nội",4,4
3 tỷ,110 m²,"27,27 tr/m²","Thuận An, Bình Dương",2,2
2 tỷ,100 m²,20 tr/m²,"Quốc Oai, Hà Nội",,
Giá thỏa thuận,2.400 m²,,"Bến Cát, Bình Dương",,
"7,6 tỷ",120 m²,"63,33 tr/m²","Từ Sơn, Bắc Ninh",4,4
Giá thỏa thuận,84 m²,,"Văn Giang, Hưng Yên",,
"2,88 tỷ",360 m²,8 tr/m²,"Nhơn Trạch, Đồng Nai",,
Giá thỏa thuận,"81,3 m²",,"Thường Tín, Hà Nội",,
Giá thỏa thuận,75 m²,,"Thường Tín, Hà Nội",,
3 tỷ,"67,6 m²","44,38 tr/m²","Đông Anh, Hà Nội",2,2
"7,2 tỷ",54 m²,"133,33 tr/m²","Văn Giang, Hưng Yên",5,3
"4,35 tỷ",150 m²,29 tr/m²,"Hưng Yên, Hưng Yên",,
"1,6 tỷ",1.000 m²,"1,6 tr/m²","Bảo Lộc, Lâm Đồng",,
"35,8 tỷ",94 m²,"380,85 tr/m²","Cầu Giấy, Hà Nội",,
13 tỷ,108 m²,"120,37 tr/m²","Bình Thạnh, Hồ Chí Minh",3,2
"3,12 tỷ","45,2 m²",69 tr/m²,"Gia Lâm, Hà Nội",,
"6,4 tỷ",79 m²,"81,01 tr/m²","Thanh Xuân, Hà Nội",2,2
4 tỷ,80 m²,50 tr/m²,"Nhà Bè, Hồ Chí Minh",2,2
"12,15 tỷ",72 m²,"168,75 tr/m²","Quận 12, Hồ Chí Minh",3,
"3,6 tỷ","48,8 m²","73,77 tr/m²","Nhà Bè, Hồ Chí Minh",1,1
"3,4 tỷ",67 m²,"50,75 tr/m²","Nhà Bè, Hồ Chí Minh",2,2
"7,1 tỷ",117 m²,"60,68 tr/m²","Cầu Giấy, Hà Nội",3,
23 tỷ,110 m²,"209,09 tr/m²","Ngô Quyền, Hải Phòng",,
"13,29 tỷ",54 m²,"246,11 tr/m²","Đống Đa, Hà Nội",18,18
Giá thỏa thuận,160 m²,,"Phan Thiết, Bình Thuận",3,3
"67,5 tỷ",200 m²,"337,5 tr/m²","Quận 5, Hồ Chí Minh",,
"2,5 tỷ",47 m²,"53,19 tr/m²","Nhà Bè, Hồ Chí Minh",2,1
Giá thỏa thuận,36 m²,,"Hà Đông, Hà Nội",3,4
"8,85 tỷ",40 m²,"221,25 tr/m²","Hoàng Mai, Hà Nội",6,4
"15,7 tỷ",65 m²,"241,54 tr/m²","Cầu Giấy, Hà Nội",4,3
"2,4 tỷ",73 m²,"32,88 tr/m²","Dĩ An, Bình Dương",,
"3,85 tỷ",61 m²,"63,12 tr/m²","Gia Lâm, Hà Nội",2,2
"12,8 tỷ",63 m²,"203,18 tr/m²","Tây Hồ, Hà Nội",,
"5,64 tỷ",91 m²,62 tr/m²,"Hà Đông, Hà Nội",3,2
"11,6 tỷ","88,59 m²","130,94 tr/m²","Quận 2, Hồ Chí Minh",2,2
"2,4 tỷ",45 m²,"53,33 tr/m²","Nhà Bè, Hồ Chí Minh",1,1
"6,25 tỷ",2.500 m²,"2,5 tr/m²","Bảo Lâm, Lâm Đồng",,
25 tỷ,200 m²,125 tr/m²,"Tây Hồ, Hà Nội",3,2
400 triệu,160 m²,"2,5 tr/m²","Lạc Sơn, Hòa Bình",,
17 tỷ,125 m²,136 tr/m²,"Ba Đình, Hà Nội",3,2
"3,35 tỷ",59 m²,"56,78 tr/m²","Nam Từ Liêm, Hà Nội",2,1
4 tỷ,86 m²,"46,51 tr/m²","Thủ Đức, Hồ Chí Minh",2,2
"7,5 tỷ",300 m²,25 tr/m²,"Tiên Lãng, Hải Phòng",,
"2,8 tỷ",65 m²,"43,08 tr/m²","Tân Phú, Hồ Chí Minh",2,2
"11,5 tỷ",125 m²,92 tr/m²,"Hai Bà Trưng, Hà Nội",4,3
"7,9 tỷ",88 m²,"89,77 tr/m²","Quận 2, Hồ Chí Minh",2,2
"2,5 tỷ",58 m²,"43,1 tr/m²","Hai Bà Trưng, Hà Nội",1,1
"5,4 tỷ",75 m²,72 tr/m²,"Liên Chiểu, Đà Nẵng",9,9
"1,84 tỷ",62 m²,"29,68 tr/m²","Quận 8, Hồ Chí Minh",2,2
"6,8 tỷ",75 m²,"90,67 tr/m²","Nam Từ Liêm, Hà Nội",2,2
15 tỷ,"56,2 m²","266,9 tr/m²","Quận 3, Hồ Chí Minh",,2
"12,5 tỷ",100 m²,125 tr/m²,"Sơn Trà, Đà Nẵng",3,3
"12,5 tỷ",100 m²,125 tr/m²,"Sơn Trà, Đà Nẵng",3,3
"6,6 tỷ","147,9 m²","44,62 tr/m²","Liên Chiểu, Đà Nẵng",,
Giá thỏa thuận,95 m²,,"Hoàng Mai, Hà Nội",,
16 tỷ,258 m²,"62,02 tr/m²","Hải Châu, Đà Nẵng",,
"2,2 tỷ",500 m²,"4,4 tr/m²","Bá Thước, Thanh Hóa",,
"1,9 tỷ","37,27 m²","50,98 tr/m²","Quận 7, Hồ Chí Minh",1,1
"10,8 tỷ",60 m²,180 tr/m²,"Hà Đông, Hà Nội",,
"3,19 tỷ","59,1 m²","53,98 tr/m²","Nam Từ Liêm, Hà Nội",2,1
8 tỷ,90 m²,"88,89 tr/m²","Nam Từ Liêm, Hà Nội",3,2
Giá thỏa thuận,108 m²,,"Nam Từ Liêm, Hà Nội",3,2
Giá thỏa thuận,62 m²,,"Đông Anh, Hà Nội",2,2
2 tỷ,42 m²,"47,62 tr/m²","Quận 2, Hồ Chí Minh",1,1
Giá thỏa thuận,100 m²,,"Phổ Yên, Thái Nguyên",,
"2,5 tỷ",69 m²,"36,23 tr/m²","Thủ Dầu Một, Bình Dương",2,
"2,65 tỷ",51 m²,"51,96 tr/m²","Hoàng Mai, Hà Nội",2,1
520 triệu,150 m²,"3,47 tr/m²","Đức Trọng, Lâm Đồng",,
"8,5 tỷ",120 m²,"70,83 tr/m²","Hai Bà Trưng, Hà Nội",2,2
"3,35 tỷ",50 m²,67 tr/m²,"Thủ Đức, Hồ Chí Minh",1,1
"13,6 tỷ","127,5 m²","106,67 tr/m²","Thủy Nguyên, Hải Phòng",5,5
"6,68 tỷ",128 m²,"52,19 tr/m²","Hai Bà Trưng, Hà Nội",4,3
5 tỷ,30 m²,"166,67 tr/m²","Hoàng Mai, Hà Nội",3,4
"15,12 tỷ",168 m²,90 tr/m²,"Cầu Giấy, Hà Nội",3,2
16 tỷ,108 m²,"148,15 tr/m²","Sơn Trà, Đà Nẵng",3,3
"15,5 tỷ",310 m²,50 tr/m²,"Nhơn Trạch, Đồng Nai",3,3
"3,45 tỷ",114 m²,"30,26 tr/m²","Ngũ Hành Sơn, Đà Nẵng",,
Giá thỏa thuận,144 m²,,"Thanh Xuân, Hà Nội",4,3
"8,8 tỷ",65 m²,"135,38 tr/m²","Quận 1, Hồ Chí Minh",2,
"2,45 tỷ","61,4 m²","39,9 tr/m²","Quận 12, Hồ Chí Minh",2,2
Giá thỏa thuận,108 m²,,"Lương Sơn, Hòa Bình",,
34 tỷ,95 m²,"357,9 tr/m²","Quận 2, Hồ Chí Minh",5,5
Giá thỏa thuận,419 m²,,"Hoài Đức, Hà Nội",,
Giá thỏa thuận,1.384 m²,,"Phan Thiết, Bình Thuận",,
"3,7 tỷ",33 m²,"112,12 tr/m²","Thanh Trì, Hà Nội",3,4
Giá thỏa thuận,1.000 m²,,"Phan Thiết, Bình Thuận",,
"16,2 tỷ",62 m²,"261,29 tr/m²","Hà Đông, Hà Nội",,
"3,98 tỷ",40 m²,"99,5 tr/m²","Tân Phú, Hồ Chí Minh",2,1
"1,46 tỷ",50 m²,"29,2 tr/m²","Bình Chánh, Hồ Chí Minh",2,2
"6,5 tỷ",120 m²,"54,17 tr/m²","Cam Ranh, Khánh Hòa",3,3
"40,2 tỷ",268 m²,150 tr/m²,"Cầu Giấy, Hà Nội",,
"2,25 tỷ",46 m²,49 tr/m²,"Nhà Bè, Hồ Chí Minh",1,
"4,29 tỷ",69 m²,"62,23 tr/m²","Gia Lâm, Hà Nội",2,2
"4,7 tỷ",71 m²,"66,2 tr/m²","Hải Châu, Đà Nẵng",2,2
15 tỷ,"96,5 m²","155,44 tr/m²","Quận 7, Hồ Chí Minh",,
"3,2 tỷ",45 m²,"71,11 tr/m²","Hoài Đức, Hà Nội",4,3
"8,9 tỷ","68,4 m²","130,12 tr/m²","Bình Thạnh, Hồ Chí Minh",,
"4,18 tỷ","56,61 m²","73,84 tr/m²","Quận 7, Hồ Chí Minh",2,1
49 tỷ,100 m²,490 tr/m²,"Cầu Giấy, Hà Nội",4,9
"9,9 tỷ",100 m²,99 tr/m²,"Nam Từ Liêm, Hà Nội",3,2
Giá thỏa thuận,37 m²,,"Quận 7, Hồ Chí Minh",1,1
"16,3 tỷ",100 m²,163 tr/m²,"Gò Vấp, Hồ Chí Minh",6,6
54 tỷ,180 m²,300 tr/m²,"Tây Hồ, Hà Nội",,
"61,8 tỷ","363,5 m²",170 tr/m²,"Đông Anh, Hà Nội",,
"13,6 tỷ","82,4 m²",165 tr/m²,"Quận 12, Hồ Chí Minh",3,4
"2,66 tỷ","46,7 m²","56,94 tr/m²","Quận 9, Hồ Chí Minh",1,1
20 tỷ,17.000 m²,"1,18 tr/m²","Tân Châu, Tây Ninh",,
Giá thỏa thuận,78 m²,,"Văn Giang, Hưng Yên",3,
Giá thỏa thuận,35 m²,,"Ngũ Hành Sơn, Đà Nẵng",1,
Giá thỏa thuận,110 m²,,"Hoài Đức, Hà Nội",,
"1,46 tỷ",50 m²,"29,2 tr/m²","Bình Chánh, Hồ Chí Minh",2,2
"4,05 tỷ","66,8 m²","60,63 tr/m²","Bắc Từ Liêm, Hà Nội",2,2
9 tỷ,200 m²,45 tr/m²,"Thủ Đức, Hồ Chí Minh",19,19
Giá thỏa thuận,"46,5 m²",,"Sơn Trà, Đà Nẵng",2,1
"1,4 tỷ",100 m²,14 tr/m²,"Thanh Liêm, Hà Nam",,
"2,1 tỷ","46,5 m²","45,16 tr/m²","Nhà Bè, Hồ Chí Minh",1,1
6 tỷ,100 m²,60 tr/m²,"Bắc Từ Liêm, Hà Nội",3,2
"11,32 tỷ","141,5 m²",80 tr/m²,"Tây Hồ, Hà Nội",3,2
"3,9 tỷ",70 m²,"55,71 tr/m²","Gia Lâm, Hà Nội",2,2
"3,1 tỷ","54,8 m²","56,57 tr/m²","Nam Từ Liêm, Hà Nội",2,1
"11,9 tỷ",43 m²,"276,74 tr/m²","Đống Đa, Hà Nội",6,4
"3,4 tỷ",55 m²,"61,82 tr/m²","Liên Chiểu, Đà Nẵng",1,1
"5,6 tỷ",42 m²,"133,33 tr/m²","Gia Lâm, Hà Nội",,
"2,2 tỷ",48 m²,"45,83 tr/m²","Nhà Bè, Hồ Chí Minh",1,
"2,9 tỷ",55 m²,"52,73 tr/m²","Nam Từ Liêm, Hà Nội",2,1
3 tỷ,56 m²,"53,57 tr/m²","Bình Tân, Hồ Chí Minh",2,1
6 tỷ,105 m²,"57,14 tr/m²","Kim Bảng, Hà Nam",,
"2,4 tỷ",66 m²,"36,36 tr/m²","Quận 7, Hồ Chí Minh",2,
"3,2 tỷ",76 m²,"42,1 tr/m²","Vũng Tàu, Bà Rịa Vũng Tàu",2,2
Giá thỏa thuận,95 m²,,"Hà Đông, Hà Nội",3,2
"8,2 tỷ",88 m²,"93,18 tr/m²","Nam Từ Liêm, Hà Nội",2,2
"20,5 tỷ",136 m²,"150,74 tr/m²","Văn Giang, Hưng Yên",8,8
"2,3 tỷ",71 m²,"32,39 tr/m²","Phú Mỹ, Bà Rịa Vũng Tàu",2,2
"2,42 tỷ",101 m²,24 tr/m²,"Quốc Oai, Hà Nội",,
"3,6 tỷ",75 m²,48 tr/m²,"Gia Lâm, Hà Nội",3,2
Giá thỏa thuận,110 m²,,"Hoài Đức, Hà Nội",,
"23,8 tỷ",200 m²,119 tr/m²,"Ngũ Hành Sơn, Đà Nẵng",6,6
"4,66 tỷ",71 m²,"65,56 tr/m²","Văn Giang, Hưng Yên",2,2
Giá thỏa thuận,74 m²,,"Hà Đông, Hà Nội",2,2
"1,45 tỷ",50 m²,29 tr/m²,"Bình Chánh, Hồ Chí Minh",2,2
"2,43 tỷ","73,79 m²","32,93 tr/m²","Thuận An, Bình Dương",2,2
"4,9 tỷ",85 m²,"57,65 tr/m²","Tân Phú, Hồ Chí Minh",2,2
Giá thỏa thuận,"90,8 m²",,"Gia Lâm, Hà Nội",3,
62 tỷ,219 m²,"283,1 tr/m²","Quận 2, Hồ Chí Minh",4,4
"3,1 tỷ",70 m²,"44,29 tr/m²","Nhà Bè, Hồ Chí Minh",2,2
"7,88 tỷ",39 m²,"202,05 tr/m²","Cầu Giấy, Hà Nội",,
"1,45 tỷ",50 m²,29 tr/m²,"Bình Chánh, Hồ Chí Minh",2,2
"8,1 tỷ",135 m²,60 tr/m²,"Nam Từ Liêm, Hà Nội",3,2
"13,5 tỷ","55,8 m²","241,94 tr/m²","Đống Đa, Hà Nội",10,
"2,5 tỷ",63 m²,"39,68 tr/m²","Liên Chiểu, Đà Nẵng",2,2
Giá thỏa thuận,"88,2 m²",,"Sơn Trà, Đà Nẵng",3,2
"11,7 tỷ",1.398 m²,"8,37 tr/m²","Bến Cát, Bình Dương",55,55
"2,95 tỷ",40 m²,"73,75 tr/m²","Hà Đông, Hà Nội",3,4
Giá thỏa thuận,70 m²,,"Hải Châu, Đà Nẵng",2,2
"1,9 tỷ","37,4 m²","50,8 tr/m²","Quận 7, Hồ Chí Minh",,
"4,12 tỷ","71,8 m²","57,38 tr/m²","Văn Giang, Hưng Yên",2,2
"1,4 tỷ",150 m²,"9,33 tr/m²","Bàu Bàng, Bình Dương",,
Giá thỏa thuận,"172,2 m²",,"Cầu Giấy, Hà Nội",3,2
800 triệu,260 m²,"3,08 tr/m²","Bảo Lâm, Lâm Đồng",,
"1,9 tỷ","56,9 m²","33,39 tr/m²","Lê Chân, Hải Phòng",2,
"2,45 tỷ",63 m²,"38,89 tr/m²","Quận 12, Hồ Chí Minh",2,2
"1,3 tỷ",56 m²,"23,21 tr/m²","Thuận An, Bình Dương",2,2
220 triệu,150 m²,"1,47 tr/m²","Lạc Sơn, Hòa Bình",,
"7,64 tỷ",54 m²,"141,46 tr/m²","Văn Giang, Hưng Yên",7,6
2 tỷ,37 m²,"54,05 tr/m²","Quận 7, Hồ Chí Minh",1,1
"7,6 tỷ",120 m²,"63,33 tr/m²","Từ Sơn, Bắc Ninh",,
"26,8 tỷ","116,5 m²","230,04 tr/m²","Nam Từ Liêm, Hà Nội",,
"12,99 tỷ",50 m²,"259,8 tr/m²","Phú Nhuận, Hồ Chí Minh",6,7
"46,37 tỷ",5.152 m²,9 tr/m²,"Tân Uyên, Bình Dương",,
"52,2 tỷ",52 m²,1 tỷ/m²,"Hai Bà Trưng, Hà Nội",,
"3,41 tỷ","97,5 m²",35 tr/m²,"Sóc Sơn, Hà Nội",,
"33,25 tỷ",266 m²,125 tr/m²,"Quận 9, Hồ Chí Minh",,
"2,85 tỷ",140 m²,"20,36 tr/m²","Ngũ Hành Sơn, Đà Nẵng",2,2
"1,23 tỷ",40 m²,"30,75 tr/m²","Dĩ An, Bình Dương",1,1
Giá thỏa thuận,132 m²,,"Hoài Đức, Hà Nội",,
"1,9 tỷ",100 m²,19 tr/m²,"Phổ Yên, Thái Nguyên",,
"16,5 tỷ",2 m²,"8,25 tỷ/m²","Cầu Giấy, Hà Nội",4,3
Giá thỏa thuận,320 m²,,"Tây Hồ, Hà Nội",,
Giá thỏa thuận,3.528 m²,,"Long Thành, Đồng Nai",,
Giá thỏa thuận,560 m²,,"Thủ Đức, Hồ Chí Minh",,
"2,5 tỷ",46 m²,"54,35 tr/m²","Nam Từ Liêm, Hà Nội",1,
"2,55 tỷ","46,5 m²","54,84 tr/m²","Nam Từ Liêm, Hà Nội",1,1
Giá thỏa thuận,64 m²,,"Liên Chiểu, Đà Nẵng",2,2
"14,35 tỷ",1.435 m²,10 tr/m²,"Chương Mỹ, Hà Nội",,
"15,2 tỷ","130,4 m²","116,56 tr/m²","Bình Tân, Hồ Chí Minh",3,8
Giá thỏa thuận,"47,6 m²",,"Nam Từ Liêm, Hà Nội",1,1
"3,85 tỷ",70 m²,55 tr/m²,"Gia Lâm, Hà Nội",2,2
